device_id,timestamp,sensor_type,ip_address,firmware_version,data_frequency_seconds,disk_free_percent,update_required,checksum_valid,status,label
raspi_043,2025-05-07 17:07:04.845462,thermique,192.168.144.157,v3.8.2,17,75.3,0,1,1,False
raspi_042,2025-05-07 17:07:05.017580,cardio,192.168.173.141,v3.2.4,10,34.1,0,1,1,False
raspi_045,2025-05-07 17:07:05.360123,multi,192.168.248.14,v3.3.2,16,44.9,0,1,1,False
raspi_029,2025-05-07 17:07:06.299066,cardio,192.168.25.199,v2.5.9,29,55.2,0,1,1,False
raspi_041,2025-05-07 17:07:06.420301,cardio,192.168.121.9,v2.1.2,14,42.5,0,1,1,False
raspi_002,2025-05-07 17:07:06.902600,multi,192.168.207.204,v2.0.1,24,55.0,0,1,1,False
raspi_035,2025-05-07 17:07:07.041017,cardio,192.168.65.163,v3.4.4,17,59.4,0,1,1,False
raspi_010,2025-05-07 17:07:07.214683,cardio,192.168.182.141,v2.6.8,10,48.8,0,1,1,False
raspi_073,2025-05-07 17:07:07.429362,multi,192.168.194.127,v3.3.4,17,68.5,0,1,1,False
raspi_077,2025-05-07 17:07:07.568480,cardio,192.168.120.117,v2.9.3,19,36.9,0,1,1,False
raspi_069,2025-05-07 17:07:07.729959,thermique,192.168.245.82,v2.3.1,30,30.5,0,1,1,False
raspi_070,2025-05-07 17:07:08.115289,multi,192.168.252.217,v3.6.2,23,47.8,0,1,1,False
raspi_046,2025-05-07 17:07:08.276550,cardio,192.168.59.89,v2.2.7,16,42.4,0,1,1,False
raspi_003,2025-05-07 17:07:08.443558,multi,192.168.94.183,v1.7.8,18,55.9,0,1,1,False
raspi_020,2025-05-07 17:07:08.683582,thermique,192.168.80.205,v1.7.2,14,77.2,0,1,1,False
raspi_065,2025-05-07 17:07:08.744217,multi,192.168.21.161,v2.6.8,11,51.5,0,1,1,False
raspi_096,2025-05-07 17:07:08.819278,multi,192.168.90.156,v1.8.4,27,69.3,0,1,1,False
raspi_080,2025-05-07 17:07:08.927941,multi,192.168.221.42,v3.2.2,11,52.6,0,1,1,False
raspi_064,2025-05-07 17:07:09.109033,multi,192.168.189.1,v2.5.9,17,78.0,0,1,1,False
raspi_014,2025-05-07 17:07:09.299542,multi,192.168.206.218,v2.7.3,28,69.4,0,1,1,False
raspi_023,2025-05-07 17:07:09.798203,multi,192.168.83.120,v3.2.1,10,60.0,0,1,1,False
raspi_059,2025-05-07 17:07:09.833975,cardio,192.168.112.16,v2.0.5,18,64.0,0,1,1,False
raspi_062,2025-05-07 17:07:09.956975,multi,192.168.29.206,v3.8.3,23,53.4,0,1,1,False
raspi_027,2025-05-07 17:07:10.005891,cardio,192.168.58.144,v3.7.7,21,30.2,0,1,1,False
raspi_054,2025-05-07 17:07:10.234382,thermique,192.168.222.91,v1.9.3,10,44.9,0,1,1,False
raspi_051,2025-05-07 17:07:10.308725,cardio,192.168.19.252,v2.2.7,19,35.2,0,1,1,False
raspi_031,2025-05-07 17:07:10.419887,thermique,192.168.6.24,v2.5.6,14,69.2,0,1,1,False
raspi_067,2025-05-07 17:07:10.492312,thermique,192.168.40.44,v1.5.9,15,40.7,0,1,1,False
raspi_036,2025-05-07 17:07:10.631742,thermique,192.168.36.229,v3.1.9,12,31.7,0,1,1,False
raspi_092,2025-05-07 17:07:10.905112,multi,192.168.0.49,v2.6.3,25,45.1,0,1,1,False
raspi_047,2025-05-07 17:07:11.109528,cardio,192.168.40.4,v3.6.1,22,51.5,0,1,1,False
raspi_016,2025-05-07 17:07:11.445384,cardio,192.168.197.21,v2.0.6,15,77.4,0,1,1,False
raspi_011,2025-05-07 17:07:11.478413,cardio,192.168.49.2,v2.0.2,27,67.5,0,1,1,False
raspi_082,2025-05-07 17:07:11.562361,cardio,192.168.203.49,v1.1.5,24,34.2,0,1,1,False
raspi_053,2025-05-07 17:07:11.745558,cardio,192.168.150.102,v1.5.9,10,61.9,0,1,1,False
raspi_099,2025-05-07 17:07:12.072661,thermique,192.168.110.232,v2.6.5,22,71.4,0,1,1,False
raspi_030,2025-05-07 17:07:12.060050,cardio,192.168.18.224,v3.7.3,12,58.7,0,1,1,False
raspi_071,2025-05-07 17:07:12.183831,cardio,192.168.163.164,v3.6.5,17,52.6,0,1,1,False
raspi_078,2025-05-07 17:07:12.396801,cardio,192.168.215.5,v1.5.7,14,70.9,0,1,1,False
raspi_001,2025-05-07 17:07:12.631986,multi,192.168.104.224,v1.0.3,28,53.7,0,1,1,False
raspi_085,2025-05-07 17:07:12.955658,multi,192.168.245.98,v1.6.6,14,57.6,0,1,1,False
raspi_006,2025-05-07 17:07:13.097543,multi,192.168.50.82,v2.8.6,12,70.0,0,1,1,False
raspi_025,2025-05-07 17:07:13.066889,cardio,192.168.214.74,v1.3.9,14,66.0,0,1,1,False
raspi_040,2025-05-07 17:07:13.708567,thermique,192.168.114.129,v3.5.4,22,35.9,0,1,1,False
raspi_087,2025-05-07 17:07:13.749871,multi,192.168.136.241,v1.2.7,23,6.9,0,1,1,True
raspi_074,2025-05-07 17:07:13.845540,multi,192.168.126.11,v1.2.3,19,64.0,0,1,1,False
raspi_076,2025-05-07 17:07:14.242554,thermique,192.168.209.26,v3.8.5,16,67.8,0,1,1,False
raspi_007,2025-05-07 17:07:14.322904,multi,192.168.119.60,v1.9.7,22,7.5,0,1,0,True
raspi_055,2025-05-07 17:07:14.568290,cardio,192.168.138.11,v1.8.9,14,76.0,0,1,1,False
raspi_068,2025-05-07 17:07:14.775871,cardio,192.168.218.9,v2.3.0,15,36.3,0,1,1,False
raspi_009,2025-05-07 17:07:15.321350,thermique,192.168.138.122,v2.3.7,22,60.8,0,1,1,False
raspi_060,2025-05-07 17:07:15.312932,cardio,192.168.153.46,v2.0.2,28,30.5,0,1,1,False
raspi_093,2025-05-07 17:07:15.377786,cardio,192.168.21.245,v3.4.2,25,72.3,0,1,1,False
raspi_066,2025-05-07 17:07:15.645326,thermique,192.168.176.51,v2.2.5,27,57.3,0,1,1,False
raspi_019,2025-05-07 17:07:15.651570,thermique,192.168.9.51,v3.1.2,19,52.3,0,1,1,False
raspi_049,2025-05-07 17:07:15.712881,thermique,192.168.142.38,v3.3.8,24,51.4,0,1,1,False
raspi_057,2025-05-07 17:07:15.771246,multi,192.168.8.136,v3.1.1,16,50.3,0,1,1,False
raspi_086,2025-05-07 17:07:15.792678,thermique,192.168.17.190,v3.5.5,15,33.7,0,1,1,False
raspi_098,2025-05-07 17:07:15.823232,thermique,192.168.238.50,v1.6.2,26,30.4,0,1,1,False
raspi_072,2025-05-07 17:07:15.770223,multi,192.168.59.1,v1.8.8,25,45.0,0,1,1,False
raspi_032,2025-05-07 17:07:16.145129,thermique,192.168.67.15,v1.7.5,19,77.5,0,1,1,False
raspi_061,2025-05-07 17:07:16.717974,thermique,192.168.219.87,v1.0.4,29,40.4,0,1,1,False
raspi_081,2025-05-07 17:07:16.666785,cardio,192.168.15.133,v3.2.3,27,61.9,0,1,1,False
raspi_034,2025-05-07 17:07:16.690908,cardio,192.168.32.158,v1.7.7,30,36.0,0,1,1,False
raspi_018,2025-05-07 17:07:16.957798,multi,192.168.77.23,v2.9.9,25,61.1,1,1,0,True
raspi_083,2025-05-07 17:07:17.141337,multi,192.168.124.255,v2.9.0,24,35.2,0,1,1,False
raspi_008,2025-05-07 17:07:17.736040,thermique,192.168.87.99,v1.8.3,29,54.3,0,1,1,False
raspi_005,2025-05-07 17:07:18.094454,cardio,192.168.92.60,v3.9.1,16,42.0,0,1,1,False
raspi_038,2025-05-07 17:07:18.260460,thermique,192.168.74.183,v3.7.7,26,44.4,0,1,1,False
raspi_075,2025-05-07 17:07:18.368245,multi,192.168.147.105,v2.5.5,12,52.0,0,1,1,False
raspi_013,2025-05-07 17:07:18.568492,cardio,192.168.166.165,v2.4.1,27,36.0,0,1,0,True
raspi_050,2025-05-07 17:07:18.618814,cardio,192.168.69.195,v1.5.9,24,71.6,0,1,1,False
raspi_002,2025-05-07 17:07:19.181114,thermique,192.168.168.98,v2.8.4,24,35.8,0,1,1,False
raspi_088,2025-05-07 17:07:19.285427,cardio,192.168.116.186,v2.8.0,14,37.4,0,1,1,False
raspi_056,2025-05-07 17:07:19.304350,thermique,192.168.163.33,v3.0.0,19,33.5,0,1,1,False
raspi_022,2025-05-07 17:07:19.635679,cardio,192.168.196.203,v2.0.8,12,74.1,0,1,1,False
raspi_095,2025-05-07 17:07:19.678770,cardio,192.168.109.127,v2.5.6,10,38.5,0,1,1,False
raspi_044,2025-05-07 17:07:19.982749,thermique,192.168.58.97,v2.5.5,28,72.8,0,1,1,False
raspi_089,2025-05-07 17:07:20.421744,cardio,192.168.211.226,v2.5.9,30,33.9,0,1,1,False
raspi_039,2025-05-07 17:07:20.374623,multi,192.168.187.4,v2.0.5,10,53.2,0,1,1,False
raspi_058,2025-05-07 17:07:20.446233,cardio,192.168.144.168,v3.1.1,15,40.4,0,1,1,False
raspi_024,2025-05-07 17:07:20.655067,thermique,192.168.41.217,v2.2.4,24,34.5,0,1,1,False
raspi_100,2025-05-07 17:07:21.043816,multi,192.168.206.114,v3.9.1,24,52.9,0,1,1,False
raspi_094,2025-05-07 17:07:21.156038,thermique,192.168.182.44,v3.9.6,17,49.1,0,1,1,False
raspi_096,2025-05-07 17:07:21.144734,thermique,192.168.64.203,v2.2.4,19,34.8,0,1,1,False
raspi_091,2025-05-07 17:07:21.393423,multi,192.168.175.30,v3.4.7,13,70.5,0,1,1,False
raspi_045,2025-05-07 17:07:21.587544,multi,192.168.6.127,v2.6.6,16,76.7,0,1,1,False
raspi_090,2025-05-07 17:07:21.850913,multi,192.168.140.113,v3.3.9,18,37.9,0,1,1,False
raspi_021,2025-05-07 17:07:22.566545,thermique,192.168.158.14,v3.6.6,23,30.5,0,1,1,False
raspi_041,2025-05-07 17:07:22.641065,thermique,192.168.70.112,v1.5.0,28,42.4,0,1,1,False
raspi_099,2025-05-07 17:07:23.308804,cardio,192.168.147.180,v3.7.3,14,77.1,0,1,1,False
raspi_062,2025-05-07 17:07:23.319128,multi,192.168.55.154,v2.0.1,29,77.0,0,1,1,False
raspi_079,2025-05-07 17:07:23.563506,cardio,192.168.77.252,v3.8.4,22,47.5,0,1,1,False
raspi_017,2025-05-07 17:07:23.597910,thermique,192.168.145.16,v1.5.3,24,37.3,0,1,1,False
raspi_011,2025-05-07 17:07:23.683633,thermique,192.168.251.136,v1.4.5,12,34.1,0,1,1,False
raspi_004,2025-05-07 17:07:23.753354,thermique,192.168.122.128,v3.9.5,15,79.4,0,1,1,False
raspi_053,2025-05-07 17:07:23.923117,thermique,192.168.11.17,v2.1.2,25,74.7,0,1,1,False
raspi_033,2025-05-07 17:07:24.169054,thermique,192.168.225.103,v1.9.1,17,57.8,0,1,1,False
raspi_074,2025-05-07 17:07:24.134672,thermique,192.168.48.232,v1.3.8,27,55.2,0,1,1,False
raspi_028,2025-05-07 17:07:24.014478,multi,192.168.19.40,v3.2.3,19,32.8,0,1,1,False
raspi_077,2025-05-07 17:07:24.823918,cardio,192.168.64.33,v3.5.9,23,6.9,0,1,1,True
raspi_037,2025-05-07 17:07:25.277950,cardio,192.168.92.158,v1.0.5,24,55.1,0,1,1,False
raspi_078,2025-05-07 17:07:25.592239,thermique,192.168.116.84,v2.2.4,11,39.8,0,0,1,True
raspi_073,2025-05-07 17:07:25.676652,cardio,192.168.233.56,v2.5.2,12,78.6,0,1,1,False
raspi_015,2025-05-07 17:07:25.608717,multi,192.168.203.115,v1.7.2,22,37.9,0,1,1,False
raspi_014,2025-05-07 17:07:25.603633,cardio,192.168.44.131,v2.7.8,17,33.8,0,1,1,False
raspi_025,2025-05-07 17:07:25.574819,multi,192.168.177.75,v1.8.5,24,71.9,0,1,1,False
raspi_084,2025-05-07 17:07:26.227099,multi,192.168.205.85,v2.3.6,30,71.3,0,1,1,False
raspi_016,2025-05-07 17:07:26.678191,cardio,192.168.218.141,v1.8.3,15,9.8,0,1,1,True
raspi_040,2025-05-07 17:07:27.046432,multi,192.168.97.240,v1.6.4,20,37.5,0,1,1,False
raspi_048,2025-05-07 17:07:27.111703,thermique,192.168.136.251,v3.6.6,28,64.4,0,1,1,False
raspi_018,2025-05-07 17:07:27.136530,thermique,192.168.191.16,v3.0.7,26,72.1,0,1,1,False
raspi_043,2025-05-07 17:07:27.164621,cardio,192.168.24.79,v2.4.2,11,32.0,0,1,1,False
raspi_063,2025-05-07 17:07:27.646657,multi,192.168.105.96,v1.7.4,13,47.1,0,1,1,False
raspi_026,2025-05-07 17:07:28.323046,thermique,192.168.49.38,v2.4.3,10,34.5,0,1,1,False
raspi_057,2025-05-07 17:07:28.322063,thermique,192.168.150.8,v2.4.1,13,50.5,0,1,1,False
raspi_046,2025-05-07 17:07:28.528569,multi,192.168.18.43,v1.9.6,11,52.4,0,1,1,False
raspi_097,2025-05-07 17:07:28.839268,cardio,192.168.6.66,v2.1.9,22,77.8,0,1,1,False
raspi_020,2025-05-07 17:07:29.008861,cardio,192.168.83.117,v2.9.6,26,40.1,0,1,1,False
raspi_092,2025-05-07 17:07:29.134426,multi,192.168.229.164,v2.7.6,19,49.8,0,1,1,False
raspi_098,2025-05-07 17:07:29.363352,multi,192.168.19.228,v1.9.1,18,64.3,0,1,1,False
raspi_032,2025-05-07 17:07:29.438081,cardio,192.168.129.165,v1.1.3,28,38.6,0,1,1,False
raspi_052,2025-05-07 17:07:29.608454,cardio,192.168.9.167,v3.2.3,21,57.1,0,1,1,False
raspi_036,2025-05-07 17:07:29.901402,cardio,192.168.219.208,v1.5.7,13,35.0,0,1,1,False
raspi_012,2025-05-07 17:07:30.107065,multi,192.168.182.132,v1.9.0,28,51.4,0,1,1,False
raspi_019,2025-05-07 17:07:30.156566,cardio,192.168.159.67,v1.7.1,30,52.7,0,1,1,False
raspi_005,2025-05-07 17:07:30.256633,cardio,192.168.213.38,v3.2.9,10,41.0,0,1,1,False
raspi_085,2025-05-07 17:07:30.323552,cardio,192.168.92.85,v3.3.1,16,40.9,0,1,1,False
raspi_045,2025-05-07 17:07:31.824588,multi,192.168.12.36,v3.8.5,10,79.0,1,1,1,True
raspi_068,2025-05-07 17:07:31.934595,cardio,192.168.39.226,v1.2.4,11,67.6,0,1,1,False
raspi_065,2025-05-07 17:07:32.094839,thermique,192.168.114.46,v3.2.3,27,34.6,0,1,1,False
raspi_029,2025-05-07 17:07:32.479673,cardio,192.168.84.91,v1.1.7,16,43.4,0,1,1,False
raspi_003,2025-05-07 17:07:32.653332,cardio,192.168.90.175,v2.5.9,24,42.9,0,1,1,False
raspi_013,2025-05-07 17:07:32.803247,cardio,192.168.174.190,v2.4.7,10,64.2,0,1,1,False
raspi_001,2025-05-07 17:07:32.845272,cardio,192.168.192.131,v3.9.4,15,36.4,0,1,1,False
raspi_061,2025-05-07 17:07:32.948635,cardio,192.168.189.42,v3.3.8,21,71.7,0,1,1,False
raspi_047,2025-05-07 17:07:33.275092,thermique,192.168.1.0,v3.2.6,19,39.6,0,1,1,False
raspi_069,2025-05-07 17:07:33.948371,multi,192.168.50.45,v2.6.8,23,42.2,0,1,1,False
raspi_002,2025-05-07 17:07:34.347633,multi,192.168.188.163,v2.7.9,16,79.8,0,1,1,False
raspi_042,2025-05-07 17:07:34.313634,multi,192.168.21.52,v3.2.2,29,70.3,0,1,1,False
raspi_010,2025-05-07 17:07:34.444505,multi,192.168.174.60,v1.6.0,23,47.8,0,1,1,False
raspi_028,2025-05-07 17:07:34.457881,cardio,192.168.52.189,v1.2.1,21,58.6,0,1,1,False
raspi_035,2025-05-07 17:07:35.258617,multi,192.168.15.31,v3.9.9,30,54.4,0,1,1,False
raspi_030,2025-05-07 17:07:36.322819,multi,192.168.70.32,v3.0.0,18,36.2,0,1,1,False
raspi_090,2025-05-07 17:07:37.023995,thermique,192.168.67.58,v3.3.3,22,46.8,0,1,1,False
raspi_086,2025-05-07 17:07:37.357010,thermique,192.168.235.51,v3.3.7,28,49.2,0,1,1,False
raspi_084,2025-05-07 17:07:37.369526,cardio,192.168.18.8,v1.7.5,29,56.8,0,1,1,False
raspi_027,2025-05-07 17:07:37.324729,thermique,192.168.193.176,v2.5.9,29,75.6,0,1,1,False
raspi_054,2025-05-07 17:07:37.508806,multi,192.168.43.255,v2.9.5,13,49.2,0,1,1,False
raspi_071,2025-05-07 17:07:37.494094,multi,192.168.108.166,v3.7.3,22,67.0,0,1,1,False
raspi_080,2025-05-07 17:07:38.244564,thermique,192.168.181.128,v3.1.5,19,58.0,0,1,1,False
raspi_070,2025-05-07 17:07:38.286672,multi,192.168.29.248,v2.7.2,15,49.8,0,1,1,False
raspi_026,2025-05-07 17:07:38.544889,multi,192.168.188.200,v1.9.3,19,34.8,0,1,1,False
raspi_051,2025-05-07 17:07:38.664992,cardio,192.168.175.152,v2.8.2,23,32.9,0,1,1,False
raspi_082,2025-05-07 17:07:38.786186,multi,192.168.25.58,v3.0.1,15,39.4,0,1,1,False
raspi_034,2025-05-07 17:07:38.978018,multi,192.168.190.235,v1.6.9,20,41.5,0,1,1,False
raspi_077,2025-05-07 17:07:39.077863,thermique,192.168.11.215,v2.4.5,27,7.9,1,1,1,True
raspi_023,2025-05-07 17:07:39.109101,multi,192.168.94.77,v2.6.8,10,34.8,0,1,1,False
raspi_059,2025-05-07 17:07:39.166668,multi,192.168.21.79,v1.0.4,14,66.5,0,1,1,False
raspi_072,2025-05-07 17:07:39.421547,multi,192.168.2.196,v3.6.6,25,35.8,0,1,1,False
raspi_064,2025-05-07 17:07:39.404055,thermique,192.168.90.0,v1.6.9,18,47.6,0,1,1,False
raspi_096,2025-05-07 17:07:39.442603,multi,192.168.233.62,v2.8.7,26,44.4,0,1,1,False
raspi_098,2025-05-07 17:07:39.581855,cardio,192.168.77.194,v3.4.3,14,77.8,0,1,1,False
raspi_009,2025-05-07 17:07:39.575786,thermique,192.168.16.137,v1.4.1,26,66.1,0,1,1,False
raspi_089,2025-05-07 17:07:39.750479,cardio,192.168.122.101,v3.2.9,30,50.4,1,1,2,True
raspi_055,2025-05-07 17:07:39.811115,multi,192.168.19.249,v1.2.0,25,31.1,0,1,1,False
raspi_052,2025-05-07 17:07:39.764300,thermique,192.168.21.16,v3.6.0,11,43.6,0,1,1,False
raspi_044,2025-05-07 17:07:40.235844,thermique,192.168.4.73,v1.9.6,17,67.7,0,0,2,True
raspi_025,2025-05-07 17:07:40.183316,thermique,192.168.233.190,v2.3.4,26,42.4,0,1,1,False
raspi_043,2025-05-07 17:07:40.495002,thermique,192.168.142.252,v3.1.1,19,8.0,0,1,1,True
raspi_031,2025-05-07 17:07:40.665294,thermique,192.168.113.189,v3.8.9,29,38.3,0,1,1,False
raspi_039,2025-05-07 17:07:40.752605,cardio,192.168.84.175,v2.2.7,23,51.4,0,1,1,False
raspi_022,2025-05-07 17:07:40.818640,thermique,192.168.221.106,v3.5.2,29,38.4,0,1,1,False
raspi_067,2025-05-07 17:07:40.805989,cardio,192.168.86.1,v2.5.0,19,41.4,0,1,1,False
raspi_087,2025-05-07 17:07:41.078521,multi,192.168.203.100,v2.9.1,20,71.0,0,1,1,False
raspi_048,2025-05-07 17:07:41.466661,thermique,192.168.137.89,v1.9.6,17,78.0,1,1,2,True
raspi_006,2025-05-07 17:07:41.509566,thermique,192.168.160.91,v3.3.4,13,43.4,0,1,1,False
raspi_021,2025-05-07 17:07:41.960496,multi,192.168.162.42,v1.3.7,19,54.5,0,1,1,False
raspi_041,2025-05-07 17:07:41.994931,multi,192.168.168.78,v2.7.8,13,59.5,0,1,1,False
raspi_097,2025-05-07 17:07:42.020528,cardio,192.168.152.74,v1.7.1,28,48.4,0,1,1,False
raspi_017,2025-05-07 17:07:41.971697,multi,192.168.138.31,v3.3.8,28,68.0,0,1,1,False
raspi_020,2025-05-07 17:07:42.176720,thermique,192.168.35.221,v1.9.6,11,62.4,0,1,1,False
raspi_076,2025-05-07 17:07:42.422615,multi,192.168.113.124,v1.5.9,19,48.7,0,1,1,False
raspi_038,2025-05-07 17:07:42.486967,thermique,192.168.0.86,v3.0.6,27,9.7,0,1,1,True
raspi_075,2025-05-07 17:07:42.548619,thermique,192.168.68.177,v1.8.3,23,74.8,0,1,1,False
raspi_007,2025-05-07 17:07:42.533557,multi,192.168.63.75,v3.0.7,22,35.8,0,1,1,False
raspi_057,2025-05-07 17:07:42.572581,thermique,192.168.149.238,v2.7.5,24,73.4,0,1,1,False
raspi_091,2025-05-07 17:07:42.654269,cardio,192.168.74.14,v2.5.4,22,52.7,0,1,1,False
raspi_050,2025-05-07 17:07:42.823127,cardio,192.168.66.236,v2.7.1,30,33.8,0,1,1,False
raspi_001,2025-05-07 17:07:43.064026,thermique,192.168.137.194,v1.7.7,28,33.0,0,1,1,False
raspi_060,2025-05-07 17:07:43.575861,thermique,192.168.36.223,v3.8.7,17,8.3,0,1,2,True
raspi_049,2025-05-07 17:07:44.118376,cardio,192.168.14.195,v2.4.2,10,57.4,0,1,1,False
raspi_053,2025-05-07 17:07:44.208506,cardio,192.168.76.42,v3.3.1,13,32.8,0,1,1,False
raspi_014,2025-05-07 17:07:44.167638,thermique,192.168.50.53,v3.4.7,20,50.9,0,1,1,False
raspi_083,2025-05-07 17:07:44.346528,multi,192.168.224.153,v2.1.1,29,69.8,0,1,1,False
raspi_062,2025-05-07 17:07:44.528563,thermique,192.168.54.7,v3.4.3,22,34.5,0,1,1,False
raspi_099,2025-05-07 17:07:44.514565,multi,192.168.126.159,v1.2.0,22,35.7,0,1,1,False
raspi_047,2025-05-07 17:07:44.496628,cardio,192.168.48.26,v2.0.7,24,70.6,0,1,1,False
raspi_066,2025-05-07 17:07:44.979985,thermique,192.168.146.101,v1.1.1,10,68.1,0,1,1,False
raspi_078,2025-05-07 17:07:45.103165,thermique,192.168.50.148,v2.9.8,21,35.2,0,1,1,False
raspi_045,2025-05-07 17:07:45.056544,multi,192.168.248.76,v1.1.9,10,32.9,0,1,1,False
raspi_088,2025-05-07 17:07:45.533548,cardio,192.168.119.147,v3.1.6,18,73.0,0,1,1,False
raspi_093,2025-05-07 17:07:45.594376,thermique,192.168.156.157,v3.7.6,16,72.1,0,1,1,False
raspi_042,2025-05-07 17:07:45.639559,thermique,192.168.179.215,v2.5.3,22,43.5,0,1,1,False
raspi_037,2025-05-07 17:07:45.655258,multi,192.168.214.232,v3.5.4,23,51.3,0,1,1,False
raspi_058,2025-05-07 17:07:45.781230,cardio,192.168.138.12,v3.5.1,30,74.9,0,1,1,False
raspi_008,2025-05-07 17:07:45.928985,thermique,192.168.118.229,v1.9.4,29,31.5,0,1,1,False
raspi_081,2025-05-07 17:07:45.975352,multi,192.168.113.238,v1.9.6,24,33.7,0,1,1,False
raspi_040,2025-05-07 17:07:46.299652,cardio,192.168.213.226,v2.3.8,19,66.2,0,1,1,False
raspi_056,2025-05-07 17:07:46.534314,thermique,192.168.213.240,v2.2.1,26,52.7,0,1,1,False
raspi_046,2025-05-07 17:07:46.715100,thermique,192.168.116.221,v3.6.2,12,39.6,0,1,1,False
raspi_095,2025-05-07 17:07:46.895986,multi,192.168.3.2,v1.3.6,26,52.0,0,1,1,False
raspi_074,2025-05-07 17:07:47.441105,thermique,192.168.201.57,v2.6.1,22,41.5,0,1,1,False
raspi_016,2025-05-07 17:07:47.834077,thermique,192.168.55.183,v2.8.2,16,44.8,0,1,1,False
raspi_015,2025-05-07 17:07:48.155484,cardio,192.168.91.187,v2.1.1,17,4.4,0,1,2,True
raspi_004,2025-05-07 17:07:48.212616,cardio,192.168.194.215,v2.8.3,15,34.2,0,1,1,False
raspi_090,2025-05-07 17:07:48.219687,multi,192.168.200.120,v3.3.7,13,45.9,0,1,1,False
raspi_092,2025-05-07 17:07:48.351208,thermique,192.168.85.208,v1.3.4,12,55.2,0,1,1,False
raspi_070,2025-05-07 17:07:48.584604,multi,192.168.53.135,v1.5.8,18,33.5,0,1,1,False
raspi_079,2025-05-07 17:07:49.898454,thermique,192.168.188.188,v1.9.9,18,66.8,0,1,1,False
raspi_013,2025-05-07 17:07:49.965933,multi,192.168.171.159,v1.6.1,21,70.5,0,1,1,False
raspi_030,2025-05-07 17:07:50.537631,cardio,192.168.145.227,v3.0.9,12,69.2,0,1,1,False
raspi_085,2025-05-07 17:07:50.550555,multi,192.168.12.79,v3.1.5,27,44.9,0,1,1,False
raspi_086,2025-05-07 17:07:50.683342,multi,192.168.0.233,v1.5.9,15,30.5,0,1,1,False
raspi_024,2025-05-07 17:07:50.927958,thermique,192.168.77.216,v3.4.7,30,50.5,0,1,1,False
raspi_082,2025-05-07 17:07:51.004631,cardio,192.168.183.167,v2.3.8,14,9.6,0,0,1,True
raspi_100,2025-05-07 17:07:51.318416,cardio,192.168.16.127,v1.8.7,18,51.7,0,1,1,False
raspi_094,2025-05-07 17:07:51.425234,cardio,192.168.220.94,v1.9.8,26,70.2,0,1,1,False
raspi_033,2025-05-07 17:07:52.427597,multi,192.168.230.30,v2.9.5,13,45.4,0,1,1,False
raspi_084,2025-05-07 17:07:52.730981,thermique,192.168.59.144,v2.1.5,27,77.6,0,1,1,False
raspi_064,2025-05-07 17:07:52.811285,cardio,192.168.232.103,v2.0.7,30,68.5,0,1,1,False
raspi_031,2025-05-07 17:07:52.988579,thermique,192.168.198.58,v2.2.8,17,36.7,0,1,1,False
raspi_050,2025-05-07 17:07:53.224692,multi,192.168.65.106,v3.9.1,14,37.8,0,1,1,False
raspi_065,2025-05-07 17:07:53.319790,multi,192.168.58.93,v1.4.2,14,77.5,0,1,1,False
raspi_003,2025-05-07 17:07:53.876201,multi,192.168.247.176,v2.3.7,24,67.5,0,1,1,False
raspi_011,2025-05-07 17:07:53.960024,cardio,192.168.75.173,v1.4.5,12,79.8,0,1,1,False
raspi_063,2025-05-07 17:07:53.885215,cardio,192.168.78.114,v2.7.3,25,52.9,0,1,1,False
raspi_073,2025-05-07 17:07:54.100798,cardio,192.168.118.32,v3.6.8,10,35.1,0,1,1,False
raspi_039,2025-05-07 17:07:54.242224,cardio,192.168.95.255,v1.5.9,26,75.6,0,1,1,False
raspi_032,2025-05-07 17:07:54.675694,thermique,192.168.241.30,v2.8.3,11,32.5,0,1,1,False
raspi_072,2025-05-07 17:07:54.816093,cardio,192.168.224.120,v2.8.0,15,74.6,0,1,1,False
raspi_096,2025-05-07 17:07:54.860866,multi,192.168.16.199,v3.1.5,15,75.1,0,1,1,False
raspi_097,2025-05-07 17:07:55.359663,cardio,192.168.76.252,v1.6.0,16,57.8,0,1,1,False
raspi_059,2025-05-07 17:07:55.430617,multi,192.168.208.173,v3.4.5,25,52.0,0,1,1,False
raspi_062,2025-05-07 17:07:55.831763,thermique,192.168.155.153,v1.2.0,18,33.1,0,1,1,False
raspi_060,2025-05-07 17:07:55.848169,thermique,192.168.136.181,v1.6.7,30,73.4,0,1,1,False
raspi_043,2025-05-07 17:07:55.908184,multi,192.168.165.232,v2.5.0,27,78.3,0,1,1,False
raspi_067,2025-05-07 17:07:56.225668,multi,192.168.38.233,v3.2.8,26,5.2,1,1,1,True
raspi_017,2025-05-07 17:07:56.385202,multi,192.168.118.143,v1.7.5,28,70.5,0,1,1,False
raspi_029,2025-05-07 17:07:56.705318,multi,192.168.119.225,v3.9.9,16,9.1,0,1,1,True
raspi_028,2025-05-07 17:07:56.843531,multi,192.168.173.201,v1.2.4,22,60.0,0,1,1,False
raspi_010,2025-05-07 17:07:56.794044,thermique,192.168.211.113,v2.1.0,11,32.7,0,1,1,False
raspi_068,2025-05-07 17:07:57.116913,multi,192.168.252.176,v2.4.4,24,59.5,0,1,1,False
raspi_036,2025-05-07 17:07:57.093932,multi,192.168.201.35,v3.4.8,20,39.2,0,1,1,False
raspi_080,2025-05-07 17:07:57.451771,multi,192.168.216.141,v2.0.9,25,75.1,0,1,1,False
